34, 3, 30673, 4, 14, 2, 4, 2, 1, 1, 0, 0, 55, 1, 0
41, 4, 160467, 4, 14, 3, 4, 5, 1, 2, 1506, 0, 40, 1, 0
36, 3, 186819, 7, 12, 2, 7, 2, 1, 1, 0, 0, 52, 1, 1
22, 3, 67234, 2, 9, 1, 3, 5, 1, 1, 0, 0, 45, 1, 0
35, 3, 30673, 16, 8, 2, 7, 2, 1, 1, 0, 0, 84, 1, 0
49, -1, 114648, 16, 8, 3, -1, 6, 2, 1, 0, 0, 40, 1, 0
21, 3, 182117, 7, 12, 1, 5, 4, 1, 1, 0, 0, 40, 1, 0
64, 1, 222966, 9, 4, 2, 5, 3, 2, 2, 0, 0, 40, 1, 0
41, 3, 201495, 4, 14, 2, 2, 2, 1, 1, 0, 0, 40, 1, 1
52, 3, 301229, 8, 11, 5, 6, 5, 1, 2, 0, 0, 40, 1, 0
32, 3, 157747, 6, 10, 2, 4, 2, 1, 1, 0, 0, 40, 1, 0
27, 3, 155382, 6, 10, 1, 5, 1, 1, 2, 0, 0, 25, 1, 0
48, 3, 268083, 6, 10, 3, 2, 1, 1, 2, 0, 0, 40, 1, 0
28, 3, 113987, 2, 9, 2, 10, 3, 1, 2, 0, 0, 40, 1, 0
24, 3, 216984, 6, 10, 2, 5, 4, 3, 2, 0, 0, 35, 1, 0
51, 3, 177669, 6, 10, 2, 6, 2, 1, 1, 0, 0, 60, 1, 0
32, 3, 164190, 6, 10, 1, 2, 4, 1, 1, 0, 0, 40, 1, 0
61, 3, 355645, 2, 9, 2, 6, 2, 2, 1, 0, 0, 40, 1, 0
60, -1, 134152, 5, 5, 3, -1, 1, 2, 1, 0, 0, 35, 1, 0
33, 3, 63079, 2, 9, 3, 1, 5, 2, 2, 0, 0, 40, 1, 0
42, 2, 217597, 2, 9, 3, 6, 4, 1, 1, 0, 0, 50, -1, 0
24, 3, 381895, 3, 7, 3, 10, 5, 1, 2, 0, 0, 40, 1, 0
82, -1, 403910, 2, 9, 1, -1, 1, 1, 1, 0, 0, 3, 1, 0
26, 3, 179010, 6, 10, 1, 7, 1, 1, 1, 0, 0, 65, 1, 0
18, 3, 436163, 3, 7, 1, 4, 4, 1, 1, 0, 0, 20, 1, 0
34, 3, 321709, 2, 9, 1, 5, 1, 1, 2, 0, 0, 28, 1, 0
57, 3, 153918, 2, 9, 2, 8, 2, 1, 1, 0, 0, 40, 1, 0
25, 3, 403788, 2, 9, 1, 7, 6, 2, 1, 0, 0, 40, 1, 0
34, 3, 60567, 3, 7, 3, 8, 5, 1, 1, 0, 880, 60, 1, 0
71, 3, 138145, 5, 5, 2, 5, 2, 1, 1, 0, 0, 40, 1, 0
35, 5, 79649, 1, 13, 2, 4, 2, 1, 1, 0, 0, 50, 1, 0
47, 3, 312088, 2, 9, 2, 7, 2, 1, 1, 0, 0, 40, 1, 0
50, 3, 208630, 4, 14, 3, 6, 1, 1, 2, 0, 0, 50, 1, 1
33, 3, 182401, 12, 6, 1, 1, 1, 2, 1, 0, 0, 40, 1, 0
38, 3, 32916, 8, 11, 2, 7, 2, 1, 1, 0, 0, 55, 1, 1
50, 3, 302372, 1, 13, 2, 4, 2, 1, 1, 0, 0, 40, 1, 0
45, 3, 155093, 12, 6, 3, 5, 1, 2, 2, 0, 0, 38, 23, 0
32, 3, 192965, 2, 9, 5, 6, 1, 1, 2, 0, 0, 45, 1, 0
39, 3, 107302, 2, 9, 2, 4, 2, 1, 1, 0, 0, 45, -1, 1
25, 5, 514716, 1, 13, 1, 1, 4, 2, 2, 0, 0, 40, 1, 0
20, 3, 270436, 2, 9, 1, 10, 4, 1, 1, 0, 0, 40, 1, 0
46, 3, 42972, 4, 14, 2, 4, 3, 1, 2, 0, 0, 22, 1, 1
40, 3, 142657, 8, 11, 2, 7, 2, 2, 1, 0, 0, 45, 1, 0
66, 4, 47358, 12, 6, 2, 7, 2, 1, 1, 3471, 0, 40, 1, 0
30, 3, 176175, 8, 11, 3, 1, 5, 1, 2, 0, 0, 24, 1, 0
36, 3, 131459, 9, 4, 2, 7, 2, 1, 1, 0, 0, 40, 1, 0
57, 5, 110417, 2, 9, 2, 7, 2, 1, 1, 99999, 0, 40, 1, 1
46, 3, 364548, 6, 10, 2, 2, 2, 1, 1, 0, 0, 48, 1, 1
27, 3, 177398, 2, 9, 1, 5, 5, 1, 2, 0, 0, 64, 1, 0
33, 3, 273243, 2, 9, 2, 7, 2, 2, 1, 0, 0, 40, 1, 0
58, 3, 147707, 3, 7, 2, 6, 2, 1, 1, 0, 0, 40, 1, 0
30, 3, 77266, 2, 9, 3, 8, 1, 1, 1, 0, 0, 55, 1, 0
26, 3, 191648, 7, 12, 1, 10, 6, 1, 2, 0, 0, 15, 1, 0
81, -1, 120478, 8, 11, 3, -1, 5, 1, 2, 0, 0, 1, -1, 0
32, 3, 211349, 12, 6, 2, 8, 2, 1, 1, 0, 0, 40, 1, 0
22, 3, 203715, 6, 10, 1, 1, 4, 1, 1, 0, 0, 40, 1, 0
31, 3, 292592, 2, 9, 2, 10, 3, 1, 2, 0, 0, 40, 1, 0
29, 3, 125976, 2, 9, 5, 6, 5, 1, 2, 0, 0, 35, 1, 0
35, -1, 320084, 1, 13, 2, -1, 3, 1, 2, 0, 0, 55, 1, 1
30, -1, 33811, 1, 13, 1, -1, 1, 3, 2, 0, 0, 99, 1, 0
34, 3, 204461, 11, 16, 2, 4, 2, 1, 1, 0, 0, 60, 1, 1
54, 3, 337992, 1, 13, 2, 2, 2, 3, 1, 0, 0, 50, 27, 1
37, 3, 179137, 6, 10, 3, 1, 5, 1, 2, 0, 0, 39, 1, 0
22, 3, 325033, 16, 8, 1, 12, 4, 2, 1, 0, 0, 35, 1, 0
34, 3, 160216, 1, 13, 1, 2, 1, 1, 2, 0, 0, 55, 1, 1
30, 3, 345898, 2, 9, 1, 7, 1, 2, 1, 0, 0, 46, 1, 0
38, 3, 139180, 1, 13, 3, 4, 5, 2, 2, 15020, 0, 45, 1, 1
71, -1, 287372, 11, 16, 2, -1, 2, 1, 1, 0, 0, 10, 1, 1
45, 1, 252208, 2, 9, 5, 1, 4, 1, 2, 0, 0, 40, 1, 0
41, -1, 202822, 2, 9, 5, -1, 1, 2, 2, 0, 0, 32, 1, 0
72, -1, 129912, 2, 9, 2, -1, 2, 1, 1, 0, 0, 25, 1, 0
45, 5, 119199, 7, 12, 3, 4, 5, 1, 2, 0, 0, 48, 1, 0
31, 3, 199655, 4, 14, 3, 5, 1, 5, 2, 0, 0, 30, 1, 0
39, 5, 111499, 7, 12, 2, 1, 3, 1, 2, 0, 0, 20, 1, 1
37, 3, 198216, 7, 12, 3, 11, 1, 1, 2, 0, 0, 40, 1, 0
43, 3, 260761, 2, 9, 2, 10, 2, 1, 1, 0, 0, 40, 5, 0
65, 2, 99359, 10, 15, 1, 4, 1, 1, 1, 1086, 0, 60, 1, 0
43, 1, 255835, 6, 10, 3, 1, 6, 1, 2, 0, 0, 40, 1, 0
43, 2, 27242, 6, 10, 2, 7, 2, 1, 1, 0, 0, 50, 1, 0
32, 3, 34066, 12, 6, 2, 3, 2, 4, 1, 0, 0, 40, 1, 0
43, 3, 84661, 8, 11, 2, 6, 2, 1, 1, 0, 0, 45, 1, 0
32, 3, 116138, 4, 14, 1, 11, 1, 3, 1, 0, 0, 11, 20, 0
53, 3, 321865, 4, 14, 2, 2, 2, 1, 1, 0, 0, 40, 1, 1
22, 3, 310152, 6, 10, 1, 12, 1, 1, 1, 0, 0, 40, 1, 0
27, 3, 257302, 7, 12, 2, 11, 3, 1, 2, 0, 0, 38, 1, 0
40, 3, 154374, 2, 9, 2, 10, 2, 1, 1, 0, 0, 40, 1, 1
58, 3, 151910, 2, 9, 6, 1, 5, 1, 2, 0, 0, 40, 1, 0
22, 3, 201490, 2, 9, 1, 1, 4, 1, 1, 0, 0, 20, 1, 0
52, 6, 287927, 2, 9, 2, 2, 3, 1, 2, 15024, 0, 40, 1, 1
51, 1, 167065, 2, 9, 2, 2, 2, 1, 1, 0, 0, 40, 1, 0
26, 3, 102476, 1, 13, 2, 2, 2, 1, 1, 0, 0, 40, 1, 0
28, 4, 526528, 6, 10, 1, 1, 5, 2, 2, 3887, 0, 40, 1, 0
32, 3, 175878, 9, 4, 2, 7, 2, 1, 1, 0, 0, 35, 1, 0
55, 3, 213894, 3, 7, 5, 1, 5, 2, 2, 0, 0, 40, 1, 0
17, 3, 150262, 3, 7, 1, 6, 4, 1, 2, 0, 0, 20, 1, 0
40, 3, 75363, 6, 10, 5, 2, 5, 1, 2, 0, 0, 40, 1, 0
38, 3, 272671, 1, 13, 3, 6, 4, 1, 1, 0, 0, 50, 1, 0
67, 6, 411007, 2, 9, 6, 2, 1, 1, 2, 15831, 0, 40, 1, 1
44, 3, 222434, 2, 9, 3, 10, 4, 1, 1, 0, 0, 40, 1, 0
26, 3, 180246, 6, 10, 2, 2, 2, 1, 1, 7688, 0, 40, 1, 1
25, 3, 171236, 2, 9, 3, 3, 4, 1, 2, 0, 0, 40, 1, 0
45, 3, 367037, 2, 9, 3, 1, 5, 1, 2, 0, 0, 40, 1, 0
38, 3, 304651, 2, 9, 2, 1, 2, 1, 1, 0, 0, 45, 1, 1
62, 3, 97017, 6, 10, 2, 7, 2, 1, 1, 0, 0, 45, 1, 0
20, 3, 146879, 2, 9, 1, 5, 1, 1, 1, 0, 2001, 40, 1, 0
45, 1, 320818, 6, 10, 4, 5, 6, 2, 1, 0, 0, 40, 21, 0
47, 2, 84735, 4, 14, 2, 4, 3, 1, 2, 0, 0, 20, 1, 1
49, 3, 184428, 1, 13, 3, 1, 1, 1, 1, 0, 0, 40, 1, 0
36, 3, 326886, 2, 9, 2, 7, 2, 1, 1, 0, 0, 40, 1, 1
24, -1, 169624, 2, 9, 3, -1, 5, 2, 2, 0, 0, 37, 1, 0
29, 3, 212102, 2, 9, 5, 5, 5, 2, 2, 0, 0, 30, 1, 0
23, 3, 175837, 3, 7, 1, 9, 6, 1, 2, 0, 0, 40, 7, 0
50, 3, 177487, 2, 9, 2, 7, 2, 1, 1, 0, 0, 40, 1, 0
44, 3, 286750, 1, 13, 2, 2, 2, 2, 1, 0, 1902, 40, 1, 1
44, 3, 171424, 1, 13, 2, 4, 2, 1, 1, 0, 0, 40, 1, 1
32, 3, 194981, 2, 9, 2, 11, 3, 1, 2, 0, 0, 36, 1, 0
73, 3, 199362, 2, 9, 2, 5, 2, 1, 1, 0, 0, 30, 1, 0
24, 3, 204226, 4, 14, 1, 4, 1, 1, 2, 0, 0, 40, 1, 0
46, 1, 72506, 2, 9, 2, 5, 3, 2, 2, 0, 0, 40, 1, 0
61, 6, 61040, 6, 10, 2, 6, 2, 1, 1, 7688, 0, 36, 1, 1
37, 4, 194630, 4, 14, 1, 2, 4, 1, 2, 0, 0, 40, 1, 0
29, 3, 391867, 8, 11, 2, 7, 2, 1, 1, 0, 0, 40, 1, 1
40, 3, 94080, 7, 12, 2, 2, 2, 1, 1, 0, 0, 40, 1, 1
17, 3, 289405, 3, 7, 1, 10, 4, 5, 1, 0, 0, 12, 1, 0
30, 3, 170130, 2, 9, 3, 1, 5, 1, 2, 0, 0, 40, 1, 0
19, 3, 158118, 2, 9, 1, 5, 1, 1, 2, 0, 1719, 40, 1, 0
30, 3, 447739, 11, 16, 1, 4, 1, 1, 1, 0, 0, 60, 1, 0
90, -1, 39824, 2, 9, 6, -1, 1, 1, 1, 401, 0, 4, 1, 0
76, -1, 312500, 15, 3, 6, -1, 5, 1, 2, 0, 0, 40, 1, 0
47, 3, 223342, 2, 9, 3, 1, 5, 1, 2, 0, 1504, 35, 1, 0
65, -1, 293385, 14, 1, 2, -1, 2, 2, 1, 0, 0, 30, 1, 0
25, 3, 106377, 6, 10, 1, 1, 4, 1, 1, 0, 0, 40, 1, 0
41, 3, 66118, 1, 13, 3, 4, 4, 1, 2, 0, 0, 40, 1, 0
47, 3, 274883, 2, 9, 2, 8, 2, 1, 1, 0, 0, 40, 1, 0
27, 5, 123773, 7, 12, 1, 1, 5, 2, 2, 0, 0, 40, 1, 0
42, 5, 70655, 2, 9, 2, 7, 2, 1, 1, 0, 0, 44, 1, 0
49, 3, 177426, 2, 9, 3, 5, 1, 1, 2, 0, 0, 20, 1, 0
37, 3, 200374, 1, 13, 2, 6, 2, 1, 1, 0, 1902, 40, 1, 1
19, 1, 159269, 6, 10, 1, 1, 4, 1, 1, 0, 0, 15, 1, 0
24, 3, 235894, 2, 9, 2, 7, 2, 1, 1, 0, 0, 38, 1, 0
34, 5, 97723, 10, 15, 2, 4, 2, 1, 1, 0, 0, 40, 1, 1
33, 3, 167309, 1, 13, 1, 1, 1, 1, 1, 0, 0, 40, 1, 0
44, 2, 98106, 6, 10, 3, 2, 1, 1, 2, 0, 0, 40, 1, 0
37, 4, 22201, 1, 13, 2, 1, 2, 3, 1, 7298, 0, 40, 13, 1
45, 3, 108993, 2, 9, 1, 7, 4, 1, 1, 0, 0, 40, 1, 0
35, 3, 265954, 1, 13, 1, 3, 1, 2, 1, 0, 0, 40, 1, 0
58, 6, 100960, 2, 9, 2, 6, 2, 1, 1, 0, 0, 50, 1, 0
45, 3, 170092, 6, 10, 3, 5, 1, 1, 2, 0, 0, 50, 1, 0
54, 3, 326156, 6, 10, 2, 7, 2, 1, 1, 0, 0, 40, 1, 1
45, 3, 216932, 4, 14, 2, 2, 2, 1, 1, 0, 0, 40, 1, 1
69, 3, 36956, 6, 10, 2, 2, 2, 1, 1, 20051, 0, 50, 1, 1
24, 3, 214014, 2, 9, 1, 7, 4, 2, 1, 0, 0, 40, 1, 0
36, 3, 99872, 2, 9, 2, 7, 2, 3, 1, 0, 0, 40, 4, 0
61, 1, 151459, 12, 6, 1, 5, 1, 2, 2, 0, 0, 38, 1, 0
57, 6, 161662, 1, 13, 2, 2, 2, 1, 1, 7688, 0, 60, 1, 1
56, 3, 367200, 2, 9, 3, 7, 6, 1, 1, 0, 0, 40, 1, 0
35, 3, 86648, 4, 14, 2, 4, 2, 1, 1, 0, 1977, 45, 1, 1
51, 5, 168539, 1, 13, 2, 2, 2, 1, 1, 0, 0, 50, 1, 1
50, 3, 140741, 3, 7, 1, 10, 6, 1, 2, 0, 0, 40, 1, 0
25, 3, 197651, 6, 10, 1, 11, 4, 1, 2, 0, 0, 43, 1, 0
46, 3, 123053, 4, 14, 2, 2, 2, 3, 1, 0, 0, 50, 27, 1
23, 3, 330571, 1, 13, 1, 1, 4, 1, 2, 0, 0, 25, 1, 0
44, 3, 204235, 2, 9, 2, 8, 2, 1, 1, 0, 0, 40, 1, 0
38, 1, 346766, 2, 9, 3, 1, 5, 1, 2, 0, 0, 40, 1, 0
35, -1, 257250, 2, 9, 1, -1, 4, 1, 1, 0, 0, 40, 1, 0
25, 3, 163396, 6, 10, 1, 11, 1, 5, 2, 0, 0, 40, 1, 0
78, -1, 135839, 2, 9, 6, -1, 1, 1, 2, 1086, 0, 20, 1, 0
18, 3, 36251, 12, 6, 1, 5, 4, 1, 2, 0, 0, 15, 1, 0
40, 3, 149102, 2, 9, 4, 3, 1, 1, 1, 2174, 0, 60, 15, 0
61, -1, 222395, 2, 9, 2, -1, 2, 1, 1, 0, 0, 40, 1, 0
31, 1, 29152, 16, 8, 2, 5, 3, 1, 2, 0, 0, 40, 1, 0
33, 3, 79303, 2, 9, 2, 9, 2, 1, 1, 0, 0, 45, 1, 0
35, 3, 272338, 8, 11, 3, 4, 5, 1, 2, 0, 0, 40, 1, 0
55, 1, 200497, 4, 14, 2, 2, 2, 1, 1, 0, 0, 45, 1, 1
19, 3, 148392, 2, 9, 1, 1, 4, 1, 1, 0, 0, 30, 1, 0
31, 3, 164243, 6, 10, 2, 7, 2, 1, 1, 0, 1579, 40, 1, 0
43, 1, 129298, 4, 14, 2, 2, 2, 1, 1, 0, 0, 40, 1, 1
49, 5, 174981, 4, 14, 2, 2, 2, 2, 1, 0, 0, 47, 1, 1
48, 5, 328610, 10, 15, 2, 4, 2, 1, 1, 0, 0, 45, 1, 1
27, 3, 77774, 2, 9, 1, 10, 4, 1, 2, 0, 0, 34, 1, 0
38, 1, 134069, 4, 14, 2, 2, 2, 1, 1, 7298, 0, 60, 1, 1
35, 3, 209214, 2, 9, 2, 1, 3, 1, 2, 4386, 0, 35, 1, 1
29, 3, 153805, 2, 9, 1, 10, 6, 5, 1, 0, 0, 40, 19, 0
27, 3, 168827, 1, 13, 1, 6, 4, 1, 1, 0, 0, 2, 1, 0
31, 3, 373432, 5, 5, 2, 7, 2, 1, 1, 0, 0, 43, 1, 0
26, 3, 57600, 1, 13, 2, 4, 2, 1, 1, 0, 0, 40, 1, 0
53, 2, 302847, 2, 9, 2, 6, 2, 1, 1, 0, 0, 35, 1, 0
23, 3, 227594, 2, 9, 1, 1, 1, 1, 2, 0, 0, 30, 1, 0
32, 4, 44777, 2, 9, 5, 10, 1, 2, 1, 0, 0, 46, 1, 0
54, -1, 133963, 2, 9, 6, -1, 4, 1, 2, 0, 0, 40, 1, 0
36, 3, 279615, 1, 13, 3, 6, 4, 1, 2, 0, 0, 40, 1, 0
22, 3, 276133, 2, 9, 1, 9, 1, 1, 1, 0, 0, 50, 1, 0
62, 3, 136314, 6, 10, 2, 1, 3, 1, 2, 0, 0, 40, 1, 0
41, 3, 204410, 2, 9, 2, 7, 2, 1, 1, 0, 1485, 44, 1, 1
59, 6, 223215, 1, 13, 2, 2, 2, 1, 1, 0, 1977, 50, 1, 1
43, 3, 184625, 2, 9, 2, 1, 3, 1, 2, 0, 0, 40, 1, 1
34, 6, 265917, 2, 9, 2, 2, 2, 1, 1, 0, 0, 40, 1, 1
27, 3, 158647, 6, 10, 1, 1, 1, 1, 2, 0, 0, 40, 1, 0
35, 3, 22055, 6, 10, 2, 4, 2, 4, 1, 0, 0, 60, 1, 0
41, 5, 176716, 2, 9, 2, 8, 2, 1, 1, 0, 0, 60, 1, 0
42, 3, 270721, 1, 13, 1, 4, 1, 1, 1, 0, 0, 32, 1, 0
24, 3, 100321, 6, 10, 3, 7, 1, 1, 1, 0, 0, 48, 1, 0
35, 3, 79050, 2, 9, 1, 8, 5, 2, 1, 0, 0, 72, 1, 0
40, 5, 42703, 6, 10, 2, 1, 3, 1, 2, 0, 0, 40, 1, 1
46, 3, 116952, 9, 4, 2, 4, 3, 1, 2, 0, 0, 45, 1, 0
45, 3, 331643, 6, 10, 2, 7, 2, 1, 1, 0, 0, 40, 1, 1
33, 3, 207937, 2, 9, 1, 7, 1, 1, 1, 0, 1092, 40, 1, 0
68, 3, 223486, 2, 9, 6, 5, 5, 1, 2, 0, 0, 7, 9, 0
33, 3, 340332, 1, 13, 5, 2, 1, 2, 2, 0, 0, 45, 1, 0
23, 3, 184813, 6, 10, 2, 5, 2, 1, 1, 0, 0, 20, 1, 0
42, 2, 32185, 1, 13, 2, 9, 2, 1, 1, 0, 0, 60, 1, 1
30, 3, 197886, 6, 10, 1, 6, 1, 1, 1, 0, 0, 45, 1, 1
35, 1, 248374, 6, 10, 3, 1, 5, 2, 2, 0, 0, 40, 1, 0
40, 3, 382499, 2, 9, 3, 1, 5, 1, 2, 0, 0, 50, 1, 0
36, 1, 108320, 4, 14, 3, 4, 5, 1, 1, 5455, 0, 30, 1, 0
46, 6, 161386, 5, 5, 2, 1, 3, 1, 2, 0, 0, 50, 1, 0
49, 5, 110172, 2, 9, 2, 8, 2, 1, 1, 0, 0, 40, 1, 0
41, 3, 144032, 2, 9, 2, 2, 2, 1, 1, 0, 0, 60, 1, 0
26, 3, 224426, 4, 14, 1, 2, 4, 1, 1, 0, 0, 38, 1, 0
37, 3, 230408, 2, 9, 3, 5, 1, 2, 2, 0, 0, 20, 1, 0
50, 5, 20795, 6, 10, 2, 12, 2, 1, 1, 0, 0, 40, 1, 1
20, 3, 174714, 6, 10, 1, 5, 4, 1, 1, 0, 0, 20, 1, 0
59, 1, 398626, 11, 16, 3, 4, 5, 1, 1, 25236, 0, 45, 1, 1
30, 3, 149531, 6, 10, 2, 6, 2, 1, 1, 0, 0, 40, 1, 0
23, 3, 34113, 2, 9, 2, 7, 2, 1, 1, 0, 0, 45, 1, 0
44, 5, 323790, 1, 13, 2, 12, 2, 1, 1, 0, 0, 40, 1, 1
28, 3, 331381, 1, 13, 1, 1, 1, 1, 1, 0, 0, 40, 1, 0
48, 3, 160647, 6, 10, 1, 2, 1, 1, 2, 0, 0, 40, 34, 1
34, 3, 339142, 2, 9, 5, 3, 5, 1, 2, 0, 0, 40, 1, 0
58, 3, 164857, 1, 13, 1, 4, 1, 1, 1, 0, 0, 99, 1, 0
33, 5, 267859, 6, 10, 2, 12, 2, 1, 1, 0, 0, 40, 1, 0
38, 3, 167725, 1, 13, 4, 8, 1, 5, 1, 0, 0, 84, 4, 0
49, 4, 586657, 1, 13, 2, 2, 2, 1, 1, 7298, 0, 40, 1, 1
67, 2, 105907, 13, 2, 6, 5, 1, 2, 2, 0, 0, 20, 1, 0
23, 3, 200677, 12, 6, 1, 10, 1, 1, 2, 0, 0, 40, 1, 0
42, 3, 193882, 6, 10, 2, 4, 2, 1, 1, 0, 0, 40, 1, 1
54, 3, 138026, 2, 9, 2, 1, 3, 1, 2, 0, 0, 40, 1, 0
49, 3, 122385, 4, 14, 2, 2, 2, 1, 1, 0, 0, 40, 1, 1
35, 3, 49020, 4, 14, 2, 2, 2, 1, 1, 0, 0, 60, 1, 1
26, 3, 283715, 2, 9, 1, 7, 4, 1, 1, 0, 0, 40, 1, 0
31, 3, 286406, 2, 9, 1, 2, 1, 1, 1, 3325, 0, 40, 1, 0
36, 3, 166416, 2, 9, 2, 3, 2, 1, 1, 0, 0, 40, 1, 0
25, 3, 156334, 12, 6, 2, 10, 2, 1, 1, 0, 0, 40, 1, 0
35, 5, 45607, 4, 14, 1, 4, 1, 1, 1, 0, 0, 60, 1, 1
40, 5, 112362, 4, 14, 2, 4, 2, 1, 1, 0, 0, 40, 1, 0
52, 3, 200419, 7, 12, 5, 4, 1, 1, 2, 0, 0, 50, 1, 0
42, 1, 341638, 1, 13, 2, 4, 2, 1, 1, 0, 0, 40, 1, 1
25, -1, 34161, 16, 8, 5, -1, 5, 1, 2, 0, 0, 30, 1, 0
50, 2, 127151, 4, 14, 2, 4, 3, 1, 2, 0, 0, 40, 10, 1
52, 3, 321959, 6, 10, 2, 11, 2, 2, 1, 0, 0, 40, 1, 1
51, 5, 35211, 4, 14, 2, 4, 2, 4, 1, 0, 0, 40, 1, 0
19, 3, 214935, 6, 10, 1, 3, 4, 1, 1, 0, 0, 40, 1, 0
43, 3, 132130, 8, 11, 2, 9, 2, 1, 1, 0, 0, 40, 1, 1
57, 3, 222247, 16, 8, 2, 8, 2, 1, 1, 0, 0, 40, 1, 1
35, 3, 165799, 2, 9, 3, 2, 1, 1, 1, 0, 0, 60, 1, 0
30, 3, 257874, 1, 13, 1, 6, 1, 1, 2, 0, 0, 30, 1, 0
38, 3, 357173, 2, 9, 2, 7, 2, 1, 1, 0, 0, 40, 1, 0
45, 1, 305739, 6, 10, 3, 1, 1, 1, 2, 0, 0, 40, 1, 0
23, 3, 172047, 2, 9, 1, 3, 4, 1, 1, 0, 0, 40, 1, 0
22, 3, 110677, 6, 10, 5, 5, 4, 1, 2, 0, 0, 40, 1, 0
21, -1, 405684, 2, 9, 1, -1, 6, 1, 1, 0, 0, 35, 5, 0
60, 3, 82388, 6, 10, 2, 12, 2, 1, 1, 0, 0, 38, 1, 0
45, 3, 289230, 1, 13, 3, 4, 5, 1, 2, 0, 0, 48, 1, 1
26, 3, 101812, 2, 9, 1, 10, 5, 1, 1, 5721, 0, 40, 1, 0
49, 1, 336509, 12, 6, 2, 5, 2, 1, 1, 0, 0, 40, 1, 0
29, 3, 383402, 6, 10, 3, 5, 1, 1, 2, 0, 0, 35, 1, 0
47, 3, 328216, 6, 10, 2, 11, 2, 1, 1, 7298, 0, 40, 1, 1
40, 3, 280362, 2, 9, 2, 8, 2, 1, 1, 0, 0, 35, 1, 0
34, 3, 212064, 2, 9, 5, 1, 5, 1, 2, 7443, 0, 35, 1, 0
42, 3, 173704, 4, 14, 2, 4, 2, 1, 1, 0, 0, 40, 1, 0
33, 3, 433375, 13, 2, 2, 7, 2, 1, 1, 0, 0, 35, 5, 0
63, 2, 106551, 2, 9, 2, 7, 2, 1, 1, 0, 0, 40, 1, 0
53, 3, 22418, 2, 9, 2, 7, 2, 1, 1, 0, 0, 40, 1, 0
38, 3, 54816, 8, 11, 2, 7, 2, 1, 1, 0, 0, 40, 1, 1
44, 3, 358199, 6, 10, 2, 6, 2, 1, 1, 0, 0, 45, 1, 1
43, 3, 190044, 12, 6, 2, 8, 2, 1, 1, 0, 0, 40, 1, 0
26, 3, 97698, 4, 14, 1, 2, 1, 1, 1, 0, 0, 32, 1, 0
56, 3, 53366, 2, 9, 2, 8, 2, 1, 1, 0, 0, 40, 1, 0
39, 3, 236136, 8, 11, 3, 1, 5, 2, 2, 0, 0, 40, 1, 0
